"Rank","Artist Name","Country","Genre","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Monthly Streams 1m","Spotify Monthly Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Twitter Followers 1m","Twitter Followers Total","Twitter Likes 1m","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"318","Backstreet Boys","United States","Pop","335","318","N/A","5326826","N/A","4901205354","N/A","16921779","97250822","240","N/A","6850000","N/A","4831110371","N/A","27167108","2195","N/A","1400000","N/A","N/A","N/A","3699119","N/A","N/A","11945525","N/A","1060994","N/A","N/A","959453","N/A","77439","N/A","N/A","103","N/A","N/A","N/A","57377","13","2","23","N/A","47.13900592889446"
"319","George Ezra","United Kingdom","Pop","761","319","N/A","4102530","N/A","4602433214","N/A","17054317","143114672","1460","N/A","1890000","N/A","1301253833","N/A","7258927","9739","N/A","492800","N/A","N/A","N/A","831026","N/A","N/A","856665","N/A","674655","N/A","N/A","1228014","N/A","73729","N/A","N/A","108","N/A","N/A","N/A","18977","9","1","229","N/A","656.6214016297213"
"320","SUMMER WALKER","United States","R&B","366","320","N/A","5339730","N/A","5310733086","N/A","21159341","90179871","842","N/A","2280000","N/A","1804059803","N/A","16127817","409","N/A","2200000","N/A","N/A","N/A","5921716","N/A","N/A","1441656","N/A","1835121","N/A","N/A","474625","N/A","332955","N/A","N/A","1333","N/A","N/A","N/A","29275","69","3","16","N/A","118.73287997592877"
"321","Bryan Adams","Canada","Rock","405","321","N/A","3247923","N/A","4306174196","N/A","19832295","141826735","406","N/A","5570000","N/A","3795553824","N/A","18554988","3983","N/A","219200","N/A","N/A","N/A","1117725","N/A","N/A","6273881","N/A","646125","N/A","N/A","1463722","N/A","54997","N/A","N/A","29","N/A","N/A","N/A","10423","43","6","193","N/A","519.9820539499688"
"322","Nicki Nicole","Argentina","Hip Hop","110","322","N/A","4666689","N/A","3601314696","N/A","22236321","102678953","248","N/A","4720000","N/A","2358702574","N/A","30494138","29","N/A","9300000","N/A","N/A","N/A","16657796","N/A","N/A","2892416","N/A","1041829","N/A","N/A","512023","N/A","4055","N/A","N/A","3391","N/A","N/A","N/A","119261","1","0","0","N/A","0.761214530443375"
"323","Diplo","United States","Electronic","492","323","N/A","2575497","N/A","13526941196","N/A","34168890","216822657","561","N/A","2530000","N/A","5711530489","N/A","51158752","1169","N/A","2400000","N/A","N/A","N/A","6247108","N/A","N/A","3899681","N/A","2442732","N/A","N/A","1260068","N/A","7108233","N/A","N/A","1435","N/A","N/A","N/A","73","636","138","15802","N/A","47685.45031029852"
"324","My Chemical Romance","United States","Rock","543","324","N/A","7880831","N/A","5872603309","N/A","15233722","59008473","1222","N/A","4520000","N/A","2020980463","N/A","19887827","3965","N/A","N/A","N/A","N/A","N/A","1603281","N/A","N/A","10641533","N/A","1490115","N/A","N/A","1575061","N/A","479832","N/A","N/A","1512","N/A","N/A","N/A","143303","1","1","31","N/A","114.9341937845299"
"325","Maná","Mexico","Rock","318","325","N/A","10150563","N/A","5804978453","N/A","16965650","73521927","391","N/A","5600000","N/A","6253290051","N/A","19602813","1891","N/A","128100","N/A","N/A","N/A","1885695","N/A","N/A","17940496","N/A","2684229","N/A","N/A","1573130","N/A","25749","N/A","N/A","453","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"326","Florence + The Machine","United Kingdom","Pop","449","326","N/A","6519682","N/A","5982860300","N/A","18782072","131515580","910","N/A","2160000","N/A","1576406947","N/A","11174404","1063","N/A","702100","N/A","N/A","N/A","900596","N/A","N/A","4940455","N/A","N/A","N/A","N/A","1491217","N/A","32440","N/A","N/A","533","N/A","N/A","N/A","6404","6","3","72","N/A","600.4579832269371"
"327","Stevie Wonder","United States","R&B","730","327","N/A","6244636","N/A","4901490648","N/A","18738534","142514918","2713","N/A","1110000","N/A","1069175893","N/A","7200818","10174","N/A","81300","N/A","N/A","N/A","N/A","N/A","N/A","6751806","N/A","161214","N/A","N/A","2003680","N/A","26373","N/A","N/A","56","N/A","N/A","N/A","12386","377","13","308","N/A","624.1291931534593"
"328","Gusttavo Lima","Brazil","Latin","93","328","N/A","20379082","N/A","8349412221","N/A","12242495","57289354","133","N/A","20000000","N/A","14031683551","N/A","69499571","117","N/A","5600000","N/A","N/A","N/A","44144295","N/A","N/A","20281985","N/A","15075514","N/A","N/A","7610154","N/A","14995","N/A","N/A","139","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"329","Rex Orange County","United Kingdom","Pop","1144","329","N/A","5565320","N/A","5104928501","N/A","13456766","43138835","2916","N/A","1600000","N/A","851464316","N/A","11191926","7425","N/A","434700","N/A","N/A","N/A","1690604","N/A","N/A","627066","N/A","606373","N/A","N/A","233245","N/A","196434","N/A","N/A","3748","N/A","N/A","N/A","140654","2","0","0","N/A","0.528040923211019"
"330","d4vd","United States","Pop","412","330","N/A","1588069","N/A","1690621959","N/A","26220173","156615379","1229","N/A","953000","N/A","281270306","N/A","5383377","1258","N/A","1800000","N/A","N/A","N/A","383315","N/A","N/A","N/A","N/A","19068","N/A","N/A","26050","N/A","59615","N/A","N/A","8640","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"331","Dave","United Kingdom","Hip Hop","260","331","N/A","3497231","N/A","4119402707","N/A","27216873","194273188","2312","N/A","1790000","N/A","992104890","N/A","10455984","389","N/A","1800000","N/A","N/A","N/A","3755033","N/A","N/A","406934","N/A","869208","N/A","N/A","369628","N/A","182376","N/A","N/A","3968","N/A","N/A","N/A","28205","129","4","186","N/A","90.86991299039974"
"332","De la Ghetto","Puerto Rico","Latin","479","332","N/A","7175628","N/A","7135220504","N/A","17532024","127820498","326","N/A","3010000","N/A","8799528280","N/A","50808946","858","N/A","640600","N/A","N/A","N/A","8490784","N/A","N/A","7599538","N/A","2495342","N/A","N/A","969416","N/A","55304","N/A","N/A","2216","N/A","N/A","N/A","68428","9","0","0","N/A","17.350151914163046"
"333","DEAN LEWIS","Australia","Pop","515","333","N/A","2683904","N/A","4392101023","N/A","17388796","139776963","763","N/A","1760000","N/A","1325603181","N/A","19657154","1359","N/A","3100000","N/A","N/A","N/A","837285","N/A","N/A","363047","N/A","34254","N/A","N/A","266570","N/A","47685","N/A","N/A","525","N/A","N/A","N/A","15052","8","6","189","N/A","283.72832791684675"
"334","Armaan Malik","India","Pop","404","334","N/A","19062344","N/A","1531657255","N/A","14140493","10339567","442","N/A","3090000","N/A","7002594111","N/A","52588909","507","N/A","2100000","N/A","N/A","N/A","14213957","N/A","N/A","13689877","N/A","1420056","N/A","N/A","29232","N/A","38324","N/A","N/A","7389","N/A","N/A","N/A","82076","1","0","0","N/A","4.2854561275419325"
"335","Stephen Sanchez","United States","Pop","395","335","N/A","813754","N/A","1648080800","N/A","26852402","160048440","843","N/A","951000","N/A","291155096","N/A","4965531","700","N/A","1500000","N/A","N/A","N/A","850982","N/A","N/A","N/A","N/A","4623","N/A","N/A","9966","N/A","10231","N/A","N/A","2016","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"336","Offset","United States","Hip Hop","325","336","N/A","2892994","N/A","12281637958","N/A","21430291","124008298","477","N/A","528000","N/A","4865359298","N/A","40423529","341","N/A","1800000","N/A","N/A","N/A","22097822","N/A","N/A","5335523","N/A","4617567","N/A","N/A","670384","N/A","147047","N/A","N/A","13697","N/A","N/A","N/A","15103","178","22","1043","N/A","479.7237428747571"
"337","Slipknot","United States","Metal","288","337","N/A","10000476","N/A","6715246898","N/A","11831389","28705129","519","N/A","8010000","N/A","3960761629","N/A","35484787","453","N/A","2200000","N/A","N/A","N/A","6756179","N/A","N/A","18017892","N/A","2418400","N/A","N/A","3639161","N/A","170833","N/A","N/A","898","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"338","Juanes","Colombia","Pop","441","338","N/A","4502084","N/A","5511854166","N/A","17697317","89482268","472","N/A","2940000","N/A","4118794302","N/A","20336068","1395","N/A","1500000","N/A","N/A","N/A","4802995","N/A","N/A","9271607","N/A","11492350","N/A","N/A","1538280","N/A","12756","N/A","N/A","445","N/A","N/A","N/A","136991","3","0","0","N/A","1.2458093530900325"
"339","Dire Straits","United Kingdom","Rock","466","339","N/A","6907245","N/A","10742068332","N/A","17725629","60399130","740","N/A","1870000","N/A","1738889608","N/A","8954713","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1648629","N/A","N/A","N/A","N/A","86","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"340","KK","India","Pop","674","340","N/A","12804209","N/A","2022671649","N/A","19417859","12617229","901","N/A","34600","N/A","2608825588","N/A","22769504","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20393","N/A","N/A","N/A","N/A","10767","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"341","Oliver Tree","United States","Pop","518","341","N/A","2320327","N/A","4072577154","N/A","18284861","102980199","540","N/A","5660000","N/A","2070019976","N/A","44202199","2012","N/A","14800000","N/A","N/A","N/A","1926184","N/A","N/A","1502473","N/A","272129","N/A","N/A","172998","N/A","232196","N/A","N/A","7295","N/A","N/A","N/A","1286","31","9","802","N/A","2930.2019751581074"
"342","Zé Neto & Cristiano","Brazil","Latin","129","342","N/A","18761055","N/A","6017116778","N/A","11472339","50452901","164","N/A","15100000","N/A","11962526363","N/A","55601711","431","N/A","2800000","N/A","N/A","N/A","14094427","N/A","N/A","8850887","N/A","3028018","N/A","N/A","5011608","N/A","33455","N/A","N/A","376","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"343","The 1975","United Kingdom","Rock","494","343","N/A","6871173","N/A","6975587385","N/A","13849579","74890015","1111","N/A","3310000","N/A","1443153146","N/A","17072015","696","N/A","808000","N/A","N/A","N/A","3755028","N/A","N/A","2677133","N/A","22305","N/A","N/A","547190","N/A","996295","N/A","N/A","726","N/A","N/A","N/A","81792","N/A","N/A","N/A","N/A","N/A"
"344","Amy Winehouse","United Kingdom","R&B","456","344","N/A","8540187","N/A","5752099535","N/A","14742031","87651941","601","N/A","3320000","N/A","2351530687","N/A","13652271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3361814","N/A","65103","N/A","N/A","235","N/A","N/A","N/A","135830","5","0","0","N/A","1.3201023080275476"
"345","Latto","United States","Hip Hop","168","345","N/A","1168219","N/A","2476500783","N/A","36929978","269337546","981","N/A","1790000","N/A","875709366","N/A","12903086","130","N/A","7000000","N/A","N/A","N/A","11127089","N/A","N/A","1473187","N/A","2881557","N/A","N/A","44211","N/A","108550","N/A","N/A","716","N/A","N/A","N/A","36048","27","3","44","N/A","44.84010272980117"
"346","Becky Hill","United Kingdom","Pop","807","346","N/A","668040","N/A","4463889968","N/A","19255209","180400852","2082","N/A","317000","N/A","1125127425","N/A","9832237","2904","N/A","519900","N/A","N/A","N/A","450611","N/A","N/A","212804","N/A","131596","N/A","N/A","207852","N/A","47123","N/A","N/A","746","N/A","N/A","N/A","457","193","41","3941","N/A","12195.839834153257"
"347","OutKast","United States","Hip Hop","744","347","N/A","2328679","N/A","5679428921","N/A","20634856","120862869","1098","N/A","1900000","N/A","1495997715","N/A","11848237","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","768337","N/A","49629","N/A","N/A","441","N/A","N/A","N/A","29052","195","8","462","N/A","82.33304998964547"
"348","Diljit Dosanjh","India","Pop","359","348","N/A","17452210","N/A","1517243340","N/A","10406097","9749853","460","N/A","4520000","N/A","6327843546","N/A","49896252","476","N/A","36600","N/A","N/A","N/A","15214881","N/A","N/A","7756056","N/A","5610504","N/A","N/A","25888","N/A","5987","N/A","N/A","3568","N/A","N/A","N/A","86767","N/A","N/A","N/A","N/A","N/A"
"349","Chris Stapleton","United States","Country","469","349","N/A","6032008","N/A","4913500273","N/A","19213081","75140986","699","N/A","2450000","N/A","2512667966","N/A","14576683","2693","N/A","154300","N/A","N/A","N/A","2167983","N/A","N/A","2109952","N/A","367760","N/A","N/A","203919","N/A","52361","N/A","N/A","586","N/A","N/A","N/A","90468","2","0","0","N/A","5.607378236035033"
"350","Anderson .Paak","United States","R&B","1020","350","N/A","2383106","N/A","6944991099","N/A","19973550","137835820","1692","N/A","818000","N/A","1690272229","N/A","21779152","7520","N/A","454700","N/A","N/A","N/A","3332760","N/A","N/A","819121","N/A","N/A","N/A","N/A","181879","N/A","269838","N/A","N/A","2334","N/A","N/A","N/A","29954","126","21","838","N/A","141.3168028935996"
"351","Toto","United States","Rock","624","351","N/A","2701522","N/A","3161713593","N/A","20086428","140785340","548","N/A","1020000","N/A","1724806529","N/A","9341226","21517","N/A","N/A","N/A","N/A","N/A","52767","N/A","N/A","1481421","N/A","73529","N/A","N/A","743903","N/A","7599","N/A","N/A","92","N/A","N/A","N/A","93987","20","0","0","N/A","11.870863761568891"
"352","YNW Melly","United States","Hip Hop","343","352","N/A","9427910","N/A","5141408786","N/A","10985163","23017728","518","N/A","6910000","N/A","3624186365","N/A","39510486","1223","N/A","305900","N/A","N/A","N/A","4554316","N/A","N/A","2216795","N/A","494134","N/A","N/A","478042","N/A","1232752","N/A","N/A","12320","N/A","N/A","N/A","69426","7","0","0","N/A","12.881995674747373"
"353","Rels B","Spain","Hip Hop","305","353","N/A","5657295","N/A","5835793655","N/A","19253132","71656111","486","N/A","4730000","N/A","3615915390","N/A","27675239","567","N/A","1700000","N/A","N/A","N/A","4196991","N/A","N/A","601068","N/A","506511","N/A","N/A","812823","N/A","N/A","N/A","N/A","7408","N/A","N/A","N/A","114589","1","0","0","N/A","2.6031883880982774"
"354","Rahat Fateh Ali Khan","Pakistan","Pop","349","354","N/A","16438585","N/A","1375807345","N/A","12229481","7807641","228","N/A","7720000","N/A","7766083127","N/A","50124271","14901","N/A","5134","N/A","N/A","N/A","544963","N/A","N/A","11459","N/A","173992","N/A","N/A","115713","N/A","15606","N/A","N/A","5352","N/A","N/A","N/A","143303","1","0","0","N/A","0.2640204616055095"
"355","Jorge & Mateus","Brazil","Latin","176","355","N/A","19254411","N/A","8700651728","N/A","11097734","53860347","253","N/A","14900000","N/A","8828210104","N/A","41744222","354","N/A","1500000","N/A","N/A","N/A","19025561","N/A","N/A","17305564","N/A","9991349","N/A","N/A","9790162","N/A","N/A","N/A","N/A","377","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"356","Nelly","United States","Hip Hop","392","356","N/A","2492712","N/A","7521219546","N/A","18864974","120337471","312","N/A","5310000","N/A","4463460086","N/A","24296168","2309","N/A","229300","N/A","N/A","N/A","3680203","N/A","N/A","10643476","N/A","3672430","N/A","N/A","1405591","N/A","1702044","N/A","N/A","426","N/A","N/A","N/A","15855","258","5","254","N/A","1584.9302579825423"
"357","Alka Yagnik","India","Pop","321","357","N/A","10937015","N/A","2766746411","N/A","18926526","14313387","151","N/A","1070000","N/A","14778714837","N/A","54938930","6288","N/A","N/A","N/A","N/A","N/A","536928","N/A","N/A","9531033","N/A","50249","N/A","N/A","50106","N/A","N/A","N/A","N/A","1714","N/A","N/A","N/A","140654","2","0","0","N/A","0.528040923211019"
"358","Cartel De Santa","Mexico","Hip Hop","223","358","N/A","15145267","N/A","5263870389","N/A","10357128","22854735","139","N/A","12600000","N/A","6952297370","N/A","44970054","4578","N/A","75900","N/A","N/A","N/A","2391653","N/A","N/A","4305091","N/A","438873","N/A","N/A","2049151","N/A","6087","N/A","N/A","23696","N/A","N/A","N/A","90733","81","1","6","N/A","22.714078442745947"
"359","Florida Georgia Line","United States","Country","720","359","N/A","5384873","N/A","8258915056","N/A","13280556","65230879","730","N/A","2620000","N/A","3831958386","N/A","18593338","5529","N/A","706200","N/A","N/A","N/A","2048454","N/A","N/A","4580313","N/A","1961366","N/A","N/A","296812","N/A","68596","N/A","N/A","408","N/A","N/A","N/A","140654","2","0","0","N/A","0.528040923211019"
"360","Wisin","Puerto Rico","Latin","270","360","N/A","9103310","N/A","10774894267","N/A","13851733","131506495","58","N/A","7600000","N/A","20742941132","N/A","88646516","581","N/A","1800000","N/A","N/A","N/A","13664548","N/A","N/A","12665157","N/A","1640869","N/A","N/A","2020509","N/A","15415","N/A","N/A","742","N/A","N/A","N/A","135830","5","0","0","N/A","1.3201023080275476"
"361","Rita Ora","United Kingdom","Pop","418","361","N/A","8290631","N/A","6910077871","N/A","13207979","128176613","656","N/A","4120000","N/A","4675419178","N/A","29606850","393","N/A","2600000","N/A","N/A","N/A","16114285","N/A","N/A","6372783","N/A","6406623","N/A","N/A","2683563","N/A","316211","N/A","N/A","148","N/A","N/A","N/A","3103","101","18","699","N/A","2014.005605247452"
"362","Mac Demarco","United States","Rock","866","362","N/A","4442732","N/A","4470174734","N/A","16428780","55045064","4270","N/A","1090000","N/A","522226893","N/A","7409446","22898","N/A","18000","N/A","N/A","N/A","64646","N/A","N/A","696525","N/A","N/A","N/A","N/A","298204","N/A","200675","N/A","N/A","5241","N/A","N/A","N/A","37172","15","1","2","N/A","38.05015214839886"
"363","Justin Quiles","Puerto Rico","Latin","436","363","N/A","4127736","N/A","10908357289","N/A","17499121","102152722","304","N/A","4680000","N/A","8965932146","N/A","54428688","769","N/A","2800000","N/A","N/A","N/A","8616891","N/A","N/A","4973867","N/A","618561","N/A","N/A","877421","N/A","70739","N/A","N/A","627","N/A","N/A","N/A","129583","2","0","0","N/A","2.8969726192722094"
"364","Daft Punk","France","Electronic","283","364","N/A","9604487","N/A","15782755484","N/A","20260198","195007211","163","N/A","6020000","N/A","7353515785","N/A","48566637","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4481114","N/A","74729","N/A","N/A","169","N/A","N/A","N/A","469","270","59","7568","N/A","23889.8824372265"
"365","24kGoldn","United States","Hip Hop","952","365","N/A","2069509","N/A","5002560904","N/A","14012507","85140325","1043","N/A","3100000","N/A","1536859008","N/A","22830545","5542","N/A","5900000","N/A","N/A","N/A","1042382","N/A","N/A","619380","N/A","171431","N/A","N/A","226202","N/A","140706","N/A","N/A","617","N/A","N/A","N/A","15048","49","11","328","N/A","207.14171688411002"
